topic,date,count
hepatitis-a-questions,2010-09,2
hepatitis-a-questions,2013-01,2
hepatitis-a-questions,2013-03,4
hepatitis-a-questions,2014-01,2
hepatitis-a-questions,2014-02,2
hepatitis-a-questions,2014-03,2
hepatitis-b-questions,2010-07,2
hepatitis-b-questions,2010-09,2
hepatitis-b-questions,2012-10,4
hepatitis-b-questions,2012-12,2
hepatitis-b-questions,2013-01,2
hepatitis-b-questions,2014-03,2
hepatitis-b-questions,2014-07,1
hepatitis-c-questions,2010-06,3
hepatitis-c-questions,2012-11,2
hepatitis-c-questions,2013-01,6
hepatitis-c-questions,2013-03,2
hepatitis-c-questions,2013-05,5
hepatitis-c-questions,2013-06,2
hepatitis-c-questions,2013-07,2
hepatitis-c-questions,2013-10,4
hepatitis-c-questions,2013-11,2
hepatitis-c-questions,2014-01,3
hepatitis-c-questions,2014-02,2
hepatitis-c-questions,2014-03,2
hepatitis-c-questions,2014-07,2
hepatitis-questions,2012-10,2
hepatitis-questions,2013-01,2
hepatitis-questions,2013-02,2
hepatitis-questions,2013-03,2
hepatitis-questions,2013-10,2
hepatitis-questions,2013-11,2
hepatitis-questions,2014-03,2
hepatitis-questions,2014-04,4
hepatitis-questions,2014-05,2
hepatitis-questions,2014-09,2
hepatitis-questions,2014-11,2
hepatobiliary-iminodiacetic-acid-scan-questions,2012-12,2
hepatobiliary-iminodiacetic-acid-scan-questions,2013-09,2
hepatocellular-carcinoma-questions,2012-11,2
herb-questions,2010-07,2
herb-questions,2012-10,2
herb-questions,2012-11,4
herb-questions,2013-01,3
herb-questions,2013-03,4
herb-questions,2013-09,2
herb-questions,2013-11,2
herb-questions,2014-05,3
herb-questions,2014-10,2
hernia-questions,2010-08,2
hernia-questions,2012-10,9
hernia-questions,2012-11,4
hernia-questions,2012-12,16
hernia-questions,2013-02,11
hernia-questions,2013-03,8
hernia-questions,2013-05,4
hernia-questions,2013-07,6
hernia-questions,2013-08,2
hernia-questions,2013-09,2
hernia-questions,2013-10,4
hernia-questions,2013-11,10
hernia-questions,2013-12,4
hernia-questions,2014-01,12
hernia-questions,2014-02,2
hernia-questions,2014-03,8
hernia-questions,2014-04,3
hernia-questions,2014-05,4
hernia-questions,2014-06,2
hernia-questions,2014-07,4
hernia-questions,2014-08,4
hernia-questions,2014-09,5
hernia-questions,2014-11,4
hernia-repair-questions,2013-11,4
herniated-disc-questions,2012-10,5
herniated-disc-questions,2012-12,4
herniated-disc-questions,2013-03,2
herniated-disc-questions,2013-04,3
herniated-disc-questions,2013-09,2
herniated-disc-questions,2014-01,5
herniated-disc-questions,2014-02,2
herniated-disc-questions,2014-04,5
herniated-disc-questions,2014-07,2
herniated-disc-questions,2014-10,3
herniated-disk-questions,2012-12,2
herniated-disk-questions,2014-02,3
herniated-disk-questions,2014-04,2
herniated-disk-questions,2014-07,3
herniated-disk-questions,2014-08,2
herniated-disk-questions,2014-09,2
herniated-disk-questions,2014-12,2
herpes-questions,2010-08,2
herpes-questions,2010-10,3
herpes-questions,2012-10,53
herpes-questions,2012-11,21
herpes-questions,2012-12,30
herpes-questions,2013-01,10
herpes-questions,2013-02,23
herpes-questions,2013-03,13
herpes-questions,2013-04,6
herpes-questions,2013-05,11
herpes-questions,2013-06,26
herpes-questions,2013-07,4
herpes-questions,2013-08,20
herpes-questions,2013-09,8
herpes-questions,2013-10,12
herpes-questions,2013-11,11
herpes-questions,2013-12,6
herpes-questions,2014-01,26
herpes-questions,2014-02,16
herpes-questions,2014-03,16
herpes-questions,2014-04,11
herpes-questions,2014-05,13
herpes-questions,2014-06,14
herpes-questions,2014-07,10
herpes-questions,2014-08,13
herpes-questions,2014-09,9
herpes-questions,2014-10,5
herpes-questions,2014-11,10
herpes-simplex-questions,2010-10,6
herpes-simplex-questions,2012-10,6
herpes-simplex-questions,2013-03,2
herpes-simplex-questions,2014-01,2
herpetic-whitlow-questions,2014-01,2
hiatal-hernia-questions,2013-01,2
hiatal-hernia-questions,2013-02,4
hiatal-hernia-questions,2013-06,2
hiatal-hernia-questions,2013-08,3
hiatal-hernia-questions,2014-01,2
hiatal-hernia-questions,2014-02,2
hiatal-hernia-questions,2014-04,2
hiatal-hernia-questions,2014-07,2
hiccup-questions,2012-10,4
hiccup-questions,2013-11,3
hiccup-questions,2014-01,2
hiccup-questions,2014-04,3
hiccup-questions,2014-11,4
high-blood-pressure-questions,2010-06,2
high-blood-pressure-questions,2010-08,8
high-blood-pressure-questions,2012-10,9
high-blood-pressure-questions,2012-11,14
high-blood-pressure-questions,2012-12,28
high-blood-pressure-questions,2013-01,16
high-blood-pressure-questions,2013-02,21
high-blood-pressure-questions,2013-03,8
high-blood-pressure-questions,2013-04,2
high-blood-pressure-questions,2013-05,2
high-blood-pressure-questions,2013-06,7
high-blood-pressure-questions,2013-07,9
high-blood-pressure-questions,2013-08,12
high-blood-pressure-questions,2013-09,8
high-blood-pressure-questions,2013-10,8
high-blood-pressure-questions,2013-11,2
high-blood-pressure-questions,2013-12,10
high-blood-pressure-questions,2014-01,16
high-blood-pressure-questions,2014-02,14
high-blood-pressure-questions,2014-03,13
high-blood-pressure-questions,2014-04,6
high-blood-pressure-questions,2014-05,2
high-blood-pressure-questions,2014-06,6
high-blood-pressure-questions,2014-07,4
high-blood-pressure-questions,2014-08,6
high-blood-pressure-questions,2014-10,2
high-blood-pressure-questions,2014-11,6
high-cholesterol-questions,2012-10,3
high-cholesterol-questions,2013-06,2
high-cholesterol-questions,2013-08,2
high-cholesterol-questions,2013-10,4
high-cholesterol-questions,2013-12,2
high-cholesterol-questions,2014-02,4
high-cholesterol-questions,2014-05,2
high-cholesterol-questions,2014-06,5
high-cholesterol-questions,2014-07,3
high-cholesterol-questions,2014-08,10
high-protein-diet-questions,2013-09,4
high-risk-pregnancy-questions,2010-06,2
high-risk-pregnancy-questions,2014-10,2
hike-questions,2012-10,4
hike-questions,2012-11,3
hike-questions,2013-01,2
hike-questions,2013-02,2
hike-questions,2013-04,3
hike-questions,2013-07,2
hike-questions,2013-09,2
hike-questions,2014-01,4
hike-questions,2014-07,2
hip-pain-questions,2010-07,3
hip-pain-questions,2012-10,2
hip-pain-questions,2012-11,2
hip-pain-questions,2013-02,3
hip-pain-questions,2013-09,2
hip-pain-questions,2013-10,4
hip-pain-questions,2014-04,2
hip-pain-questions,2014-05,2
hip-replacement,2013-12,2
hip-replacement,2014-01,5
hip-replacement,2014-02,2
hip-replacement,2014-04,5
hip-replacement,2014-05,2
hip-replacement,2014-06,2
hip-replacement,2014-07,2
hip-replacement,2014-09,2
hip-replacement,2014-12,4
hirschsprungs-disease-questions,2013-06,2
hissing-questions,2014-02,2
histrionic-personality-disorder-questions,2014-04,2
hives-questions,2010-07,2
hives-questions,2012-10,6
hives-questions,2012-11,5
hives-questions,2013-01,5
hives-questions,2013-02,3
hives-questions,2013-05,7
hives-questions,2013-06,7
hives-questions,2013-07,3
hives-questions,2013-09,4
hives-questions,2013-10,3
hives-questions,2013-11,2
hives-questions,2013-12,4
hives-questions,2014-01,6
hives-questions,2014-02,6
hives-questions,2014-03,10
hives-questions,2014-04,5
hives-questions,2014-05,2
hives-questions,2014-06,6
hives-questions,2014-07,2
hives-questions,2014-08,1
hives-questions,2014-09,2
hives-questions,2014-10,2
hives-questions,2014-11,2
hives-questions,2014-12,2
hiv-questions,2010-07,6
hiv-questions,2010-09,5
hiv-questions,2012-10,15
hiv-questions,2012-11,8
hiv-questions,2012-12,4
hiv-questions,2013-01,6
hiv-questions,2013-02,9
hiv-questions,2013-03,5
hiv-questions,2013-04,2
hiv-questions,2013-05,4
hiv-questions,2013-06,4
hiv-questions,2013-07,8
hiv-questions,2013-08,17
hiv-questions,2013-09,5
hiv-questions,2013-10,2
hiv-questions,2013-11,2
hiv-questions,2014-01,12
hiv-questions,2014-02,2
hiv-questions,2014-04,4
hiv-questions,2014-05,7
hiv-questions,2014-06,2
hiv-questions,2014-07,2
hiv-questions,2014-09,4
hiv-test-questions,2010-07,2
hiv-test-questions,2013-01,3
hiv-test-questions,2013-05,2
hiv-test-questions,2014-10,2
hoarseness-questions,2012-12,2
hoarseness-questions,2013-01,2
hoarseness-questions,2013-08,2
hoarseness-questions,2013-09,2
hoarseness-questions,2014-01,2
hoarseness-questions,2014-02,2
hoarseness-questions,2014-04,2
hodgkins-lymphoma-questions,2013-07,2
honey-questions,2010-09,2
honey-questions,2012-10,5
honey-questions,2012-11,2
honey-questions,2012-12,2
honey-questions,2013-01,4
honey-questions,2013-02,2
honey-questions,2013-06,2
honey-questions,2013-07,2
honey-questions,2013-08,2
honey-questions,2013-09,2
honey-questions,2013-10,4
honey-questions,2014-01,2
honey-questions,2014-03,2
honey-questions,2014-04,9
honey-questions,2014-05,2
honey-questions,2014-11,2
hookworm-questions,2012-11,3
hookworm-questions,2013-03,2
hormonal-therapy-questions,2013-05,2
hormone-imbalance-questions,2013-10,2
hormone-imbalance-questions,2014-05,2
hormone-imbalance-questions,2014-06,3
hormone-imbalance-questions,2014-07,3
hormone-imbalance-questions,2014-09,2
hormone-imbalance-questions,2014-10,4
hormone-questions,2010-07,2
hormone-questions,2012-10,11
hormone-questions,2012-11,4
hormone-questions,2012-12,12
hormone-questions,2013-01,2
hormone-questions,2013-02,4
hormone-questions,2013-03,4
hormone-questions,2013-04,5
hormone-questions,2013-05,5
hormone-questions,2013-06,10
hormone-questions,2013-07,10
hormone-questions,2013-08,5
hormone-questions,2013-09,14
hormone-questions,2013-10,4
hormone-questions,2013-11,6
hormone-questions,2013-12,14
hormone-questions,2014-01,4
hormone-questions,2014-02,4
hormone-questions,2014-03,12
hormone-questions,2014-04,13
hormone-questions,2014-05,2
hormone-questions,2014-07,7
hormone-questions,2014-08,6
hormone-questions,2014-09,6
hormone-questions,2014-10,4
hormone-questions,2014-11,6
hormone-replacement-therapy-questions,2010-06,4
hormone-replacement-therapy-questions,2012-12,2
hormone-replacement-therapy-questions,2013-02,2
hormone-replacement-therapy-questions,2013-03,4
hormone-replacement-therapy-questions,2013-05,2
hormone-replacement-therapy-questions,2013-07,2
hormone-replacement-therapy-questions,2014-01,4
hormone-replacement-therapy-questions,2014-05,3
hormone-replacement-therapy-questions,2014-10,2
horners-syndrome-questions,2014-04,2
hot-dog-questions,2013-01,3
hot-dog-questions,2013-04,2
hot-dog-questions,2014-06,3
hot-flash-questions,2012-10,15
hot-flash-questions,2012-11,5
hot-flash-questions,2012-12,4
hot-flash-questions,2013-01,7
hot-flash-questions,2013-02,2
hot-flash-questions,2013-05,2
hot-flash-questions,2013-06,2
hot-flash-questions,2013-07,6
hot-flash-questions,2013-08,4
hot-flash-questions,2013-09,2
hot-flash-questions,2013-10,4
hot-flash-questions,2013-11,6
hot-flash-questions,2014-03,4
hot-flash-questions,2014-04,2
hot-flash-questions,2014-05,7
hot-flash-questions,2014-06,4
hot-flash-questions,2014-07,2
hot-flash-questions,2014-08,2
hot-flash-questions,2014-09,2
hot-flash-questions,2014-12,2
h-pylori-questions,2012-12,5
h-pylori-questions,2013-02,3
h-pylori-questions,2013-06,2
h-pylori-questions,2013-07,4
h-pylori-questions,2013-08,3
h-pylori-questions,2013-10,2
h-pylori-questions,2014-10,2
human-growth-hormone-questions,2013-09,2
human-growth-hormone-questions,2014-04,2
human-papillomavirus-questions,2012-12,7
human-papillomavirus-questions,2013-01,9
human-papillomavirus-questions,2013-02,15
human-papillomavirus-questions,2013-03,10
human-papillomavirus-questions,2013-04,4
human-papillomavirus-questions,2013-05,2
human-papillomavirus-questions,2013-06,13
human-papillomavirus-questions,2013-07,6
human-papillomavirus-questions,2013-08,4
human-papillomavirus-questions,2013-10,10
human-papillomavirus-questions,2013-12,2
human-papillomavirus-questions,2014-01,8
human-papillomavirus-questions,2014-04,2
human-papillomavirus-questions,2014-07,2
human-papillomavirus-questions,2014-08,4
hunger-questions,2012-10,26
hunger-questions,2012-11,13
hunger-questions,2012-12,15
hunger-questions,2013-01,8
hunger-questions,2013-02,13
hunger-questions,2013-03,16
hunger-questions,2013-04,4
hunger-questions,2013-05,4
hunger-questions,2013-06,9
hunger-questions,2013-07,3
hunger-questions,2013-08,8
hunger-questions,2013-09,4
hunger-questions,2013-10,6
hunger-questions,2013-11,10
hunger-questions,2013-12,4
hunger-questions,2014-01,9
hunger-questions,2014-02,11
hunger-questions,2014-03,7
hunger-questions,2014-04,10
hunger-questions,2014-06,4
hunger-questions,2014-07,6
hunger-questions,2014-09,6
hunger-questions,2014-10,5
hunger-questions,2014-11,3
hydrocele-questions,2013-11,2
hydrocele-questions,2014-04,2
hydrocephalus-questions,2013-05,2
hydrocodone-questions,2012-10,7
hydrocodone-questions,2012-11,10
hydrocodone-questions,2013-02,2
hydrocodone-questions,2013-03,2
hydrocodone-questions,2013-04,2
hydrocodone-questions,2013-05,2
hydrocodone-questions,2013-09,2
hydrocodone-questions,2013-11,4
hydrocodone-questions,2013-12,2
hydrocodone-questions,2014-01,3
hydrocodone-questions,2014-03,2
hydrocodone-questions,2014-04,3
hydrocodone-questions,2014-05,6
hydrocodone-questions,2014-09,2
hydrocodone-questions,2014-10,2
hydrocortisone-questions,2012-10,4
hydrocortisone-questions,2012-12,2
hydrocortisone-questions,2013-04,2
hydrocortisone-questions,2014-05,2
hydrocortisone-questions,2014-09,5
hydrogen-peroxide-questions,2012-10,2
hydrogen-peroxide-questions,2012-11,4
hydrogen-peroxide-questions,2012-12,2
hydrogen-peroxide-questions,2013-05,2
hydrogen-peroxide-questions,2014-04,4
hydrogen-peroxide-questions,2014-05,2
hydronephrosis-questions,2012-11,2
hymen-questions,2013-03,2
hymen-questions,2013-04,2
hymen-questions,2013-05,2
hymen-questions,2013-07,2
hymen-questions,2013-09,2
hymen-questions,2014-03,3
hymen-questions,2014-05,5
hymen-questions,2014-10,2
hyperactive-behavior-questions,2012-10,5
hyperactivity-questions,2013-12,4
hyperglycemia-questions,2010-08,3
hyperhidrosis-questions,2012-11,2
hyperhidrosis-questions,2013-08,2
hyperhidrosis-questions,2013-09,2
hyperhidrosis-questions,2013-11,2
hyperhidrosis-questions,2014-03,2
hyperhidrosis-questions,2014-04,2
hyperlipidemia-questions,2014-04,2
hyperplasia-questions,2013-06,3
hypersensitivity-questions,2014-08,3
hyperthermia-questions,2014-01,2
hyperthyroidism-questions,2012-10,2
hyperthyroidism-questions,2013-10,3
hyperthyroidism-questions,2014-10,2
hypertrophic-cardiomyopathy-questions,2010-06,2
hyperventilation-questions,2013-05,2
hyperventilation-questions,2013-11,2
hyperventilation-questions,2014-04,3
hyperventilation-questions,2014-05,2
hypoglycemia-questions,2012-10,3
hypoglycemia-questions,2012-12,2
hypoglycemia-questions,2013-03,2
hypoglycemia-questions,2013-06,2
hypoglycemia-questions,2014-02,2
hypoglycemia-questions,2014-07,2
hypoglycemia-questions,2014-10,2
hypogonadism-questions,2014-04,2
hyponatremia-questions,2013-11,2
hypospadias-questions,2014-06,3
hypothermia-questions,2014-01,2
hypothyroidism-questions,2012-10,6
hypothyroidism-questions,2012-11,10
hypothyroidism-questions,2013-05,2
hypothyroidism-questions,2013-07,2
hypothyroidism-questions,2013-08,2
hypothyroidism-questions,2013-10,4
hypothyroidism-questions,2014-01,5
hypothyroidism-questions,2014-02,6
hypothyroidism-questions,2014-03,5
hypothyroidism-questions,2014-04,2
hypothyroidism-questions,2014-06,3
hypothyroidism-questions,2014-07,6
hypothyroidism-questions,2014-08,6
hypothyroidism-questions,2014-11,4
hypoventilation-questions,2014-09,3
hysterectomy-questions,2010-07,2
hysterectomy-questions,2010-08,4
hysterectomy-questions,2010-09,2
hysterectomy-questions,2012-10,11
hysterectomy-questions,2012-11,12
hysterectomy-questions,2012-12,8
hysterectomy-questions,2013-01,14
hysterectomy-questions,2013-02,6
hysterectomy-questions,2013-03,15
hysterectomy-questions,2013-04,4
hysterectomy-questions,2013-05,8
hysterectomy-questions,2013-06,8
hysterectomy-questions,2013-07,8
hysterectomy-questions,2013-08,6
hysterectomy-questions,2013-09,4
hysterectomy-questions,2013-10,12
hysterectomy-questions,2013-11,8
hysterectomy-questions,2013-12,10
hysterectomy-questions,2014-01,8
hysterectomy-questions,2014-02,15
hysterectomy-questions,2014-03,13
hysterectomy-questions,2014-04,10
hysterectomy-questions,2014-05,7
hysterectomy-questions,2014-06,2
hysterectomy-questions,2014-07,8
hysterectomy-questions,2014-08,7
hysterectomy-questions,2014-09,5
hysterectomy-questions,2014-10,2
hysterectomy-questions,2014-11,8
hysterectomy-questions,2014-12,4
ibuprofen-questions,2010-08,17
ibuprofen-questions,2010-09,2
ibuprofen-questions,2012-10,18
ibuprofen-questions,2012-11,14
ibuprofen-questions,2012-12,6
ibuprofen-questions,2013-01,4
ibuprofen-questions,2013-02,12
ibuprofen-questions,2013-03,5
ibuprofen-questions,2013-04,8
ibuprofen-questions,2013-05,4
ibuprofen-questions,2013-06,15
ibuprofen-questions,2013-07,15
ibuprofen-questions,2013-08,8
ibuprofen-questions,2013-09,6
ibuprofen-questions,2013-10,4
ibuprofen-questions,2013-11,4
ibuprofen-questions,2013-12,8
ibuprofen-questions,2014-01,8
ibuprofen-questions,2014-02,4
ibuprofen-questions,2014-03,2
ibuprofen-questions,2014-04,3
ibuprofen-questions,2014-05,4
ibuprofen-questions,2014-06,2
ibuprofen-questions,2014-07,2
ibuprofen-questions,2014-08,2
ibuprofen-questions,2014-10,2
ice-cream-questions,2012-10,5
ice-cream-questions,2012-12,2
ice-cream-questions,2013-08,2
ice-cream-questions,2013-11,4
ice-cream-questions,2013-12,2
ice-cream-questions,2014-04,2
ice-cream-questions,2014-05,2
icing-questions,2012-12,2
icing-questions,2013-01,2
icing-questions,2013-04,2
icing-questions,2013-06,2
icing-questions,2013-07,2
icing-questions,2013-08,2
icing-questions,2013-12,4
icing-questions,2014-03,4
icing-questions,2014-07,5
ileostomy-questions,2013-01,2
immune-system-questions,2012-10,6
immune-system-questions,2012-11,4
immune-system-questions,2012-12,2
immune-system-questions,2013-02,4
immune-system-questions,2013-03,2
immune-system-questions,2013-05,2
immune-system-questions,2013-10,2
immune-system-questions,2013-11,4
immune-system-questions,2013-12,5
immune-system-questions,2014-01,2
immune-system-questions,2014-02,4
immune-system-questions,2014-03,2
immune-system-questions,2014-05,2
immune-system-questions,2014-09,4
immune-system-questions,2014-10,4
immune-system-questions,2014-11,2
immunization-questions,2012-10,2
immunization-questions,2013-03,2
immunization-questions,2013-08,2
immunization-questions,2013-10,2
immunization-questions,2013-11,2
immunization-questions,2014-01,2
immunization-questions,2014-02,2
immunization-questions,2014-05,2
immunization-questions,2014-11,4
immunodeficiency-questions,2014-02,2
immunotherapy-questions,2012-10,7
immunotherapy-questions,2014-11,4
impetigo-questions,2012-10,3
impetigo-questions,2012-11,2
impetigo-questions,2013-03,2
impetigo-questions,2013-12,2
impetigo-questions,2014-01,8
impetigo-questions,2014-02,2
impetigo-questions,2014-03,2
impetigo-questions,2014-04,2
impetigo-questions,2014-07,2
impotence-questions,2012-10,2
impotence-questions,2013-05,2
impotence-questions,2013-08,4
impotence-questions,2014-02,2
impotence-questions,2014-03,2
impotence-questions,2014-04,2
impulsiveness-questions,2013-07,2
incontinence-questions,2010-07,6
incontinence-questions,2010-08,3
incontinence-questions,2012-11,3
incontinence-questions,2013-01,2
incontinence-questions,2013-08,2
incontinence-questions,2013-09,4
incontinence-questions,2013-12,4
incontinence-questions,2014-02,2
incontinence-questions,2014-04,2
incontinence-questions,2014-09,2
index-finger-questions,2012-10,7
index-finger-questions,2012-11,2
index-finger-questions,2013-01,2
index-finger-questions,2013-06,2
index-finger-questions,2013-08,2
index-finger-questions,2013-09,2
index-finger-questions,2013-12,2
index-finger-questions,2014-01,2
index-finger-questions,2014-02,4
index-finger-questions,2014-04,2
index-finger-questions,2014-07,4
index-finger-questions,2014-10,2
indiana-questions,2013-11,2
indigestion-questions,2012-10,2
indigestion-questions,2012-11,4
indigestion-questions,2013-01,4
indigestion-questions,2013-07,2
indigestion-questions,2013-08,2
indigestion-questions,2013-09,2
indigestion-questions,2014-02,2
indigestion-questions,2014-03,2
indigestion-questions,2014-04,2
indigestion-questions,2014-09,4
infant-formula-questions,2013-08,2
infant-formula-questions,2013-12,2
infant-questions,2010-06,2
infant-questions,2010-10,2
infant-questions,2012-10,6
infant-questions,2012-11,10
infant-questions,2012-12,4
infant-questions,2013-01,2
infant-questions,2013-04,2
infant-questions,2013-05,2
infant-questions,2013-06,2
infant-questions,2013-07,4
infant-questions,2013-08,2
infant-questions,2013-09,4
infant-questions,2013-10,4
infant-questions,2013-12,4
infant-questions,2014-01,6
infant-questions,2014-02,13
infant-questions,2014-04,1
infant-questions,2014-07,4
infant-questions,2014-08,6
infant-questions,2014-09,8
infant-questions,2014-10,4
infant-questions,2014-12,2
infarction-questions,2014-05,3
infection-questions,2010-06,2
infection-questions,2010-07,4
infection-questions,2010-08,4
infection-questions,2010-09,5
infection-questions,2010-10,3
infertility-questions,2010-07,2
infertility-questions,2012-10,4
infertility-questions,2012-12,5
infertility-questions,2013-01,2
infertility-questions,2013-03,2
infertility-questions,2013-09,2
infertility-questions,2013-11,2
infertility-questions,2013-12,2
infertility-questions,2014-01,5
infertility-questions,2014-02,4
infertility-questions,2014-03,7
infertility-questions,2014-07,8
infertility-questions,2014-08,4
inflammation-questions,2012-10,5
inflammation-questions,2012-11,2
inflammation-questions,2012-12,4
inflammation-questions,2013-01,2
inflammation-questions,2013-02,2
inflammation-questions,2013-04,2
inflammation-questions,2013-05,3
inflammation-questions,2013-06,5
inflammation-questions,2013-08,4
inflammation-questions,2013-09,5
inflammation-questions,2013-10,4
inflammation-questions,2013-11,2
inflammation-questions,2013-12,6
inflammation-questions,2014-01,4
inflammation-questions,2014-03,2
inflammation-questions,2014-04,2
inflammation-questions,2014-06,2
inflammation-questions,2014-07,8
inflammation-questions,2014-08,3
inflammation-questions,2014-09,4
inflammation-questions,2014-11,4
inflammatory-bowel-disease-questions,2013-05,2
infusion-questions,2013-08,2
infusion-questions,2014-01,5
infusion-questions,2014-04,2
infusion-questions,2014-05,2
infusion-questions,2014-08,2
infusion-questions,2014-09,2
infusion-questions,2014-10,2
ingrown-nail-questions,2013-02,2
ingrown-toenail-questions,2012-11,2
ingrown-toenail-questions,2013-04,2
ingrown-toenail-questions,2013-09,2
ingrown-toenail-questions,2014-12,2
inhaler-questions,2010-08,2
inhaler-questions,2012-10,2
inhaler-questions,2012-12,2
inhaler-questions,2013-01,2
inhaler-questions,2013-05,2
inhaler-questions,2013-08,2
inhaler-questions,2013-09,4
inhaler-questions,2013-12,6
inhaler-questions,2014-01,6
inhaler-questions,2014-02,5
inhaler-questions,2014-03,3
inhaler-questions,2014-04,3
inhaler-questions,2014-07,3
inhaler-questions,2014-08,2
inhaler-questions,2014-10,2
inhaler-questions,2014-11,2
injection-questions,2010-06,2
injection-questions,2010-07,3
injection-questions,2010-08,9
injection-questions,2010-09,2
injection-questions,2010-10,4
injection-questions,2010-11,5
injection-questions,2012-10,24
injection-questions,2012-11,15
injection-questions,2012-12,56
injection-questions,2013-01,43
injection-questions,2013-02,35
injection-questions,2013-03,26
injection-questions,2013-04,36
injection-questions,2013-05,20
injection-questions,2013-06,33
injection-questions,2013-07,30
injection-questions,2013-08,16
injection-questions,2013-09,6
injection-questions,2013-10,4
injection-questions,2013-11,16
injection-questions,2013-12,10
injection-questions,2014-01,13
injection-questions,2014-02,11
injection-questions,2014-03,22
injection-questions,2014-04,8
injection-questions,2014-05,12
injection-questions,2014-07,23
injection-questions,2014-08,8
injection-questions,2014-10,2
injection-questions,2014-11,10
injection-questions,2014-12,2
injury-questions,2010-06,2
injury-questions,2010-07,4
injury-questions,2010-08,22
injury-questions,2012-10,24
injury-questions,2012-11,18
injury-questions,2012-12,14
injury-questions,2013-01,13
injury-questions,2013-02,18
injury-questions,2013-03,8
injury-questions,2013-04,14
injury-questions,2013-06,6
injury-questions,2013-07,12
injury-questions,2013-08,13
injury-questions,2013-09,22
injury-questions,2013-10,17
injury-questions,2013-11,6
injury-questions,2013-12,8
injury-questions,2014-01,10
injury-questions,2014-02,4
injury-questions,2014-03,27
injury-questions,2014-04,16
injury-questions,2014-05,3
injury-questions,2014-06,11
injury-questions,2014-07,13
injury-questions,2014-08,13
injury-questions,2014-09,6
injury-questions,2014-10,12
injury-questions,2014-11,4
injury-questions,2014-12,6
insect-bite-questions,2013-09,2
insect-bite-questions,2013-10,3
insect-bite-questions,2013-12,2
insect-bite-questions,2014-06,2
insect-sting-questions,2013-10,2
insomnia-questions,2010-06,2
insomnia-questions,2012-10,4
insomnia-questions,2012-11,2
insomnia-questions,2013-01,2
insomnia-questions,2013-03,2
insomnia-questions,2013-04,2
insomnia-questions,2013-05,2
insomnia-questions,2013-08,2
insomnia-questions,2013-10,2
insomnia-questions,2013-11,5
insomnia-questions,2013-12,2
insomnia-questions,2014-01,2
insomnia-questions,2014-03,4
insomnia-questions,2014-06,4
insomnia-questions,2014-07,5
insomnia-questions,2014-08,3
insomnia-questions,2014-10,5
instability-questions,2012-10,2
instability-questions,2012-11,6
instability-questions,2012-12,5
instability-questions,2013-09,2
instability-questions,2013-12,2
instability-questions,2014-03,2
insulin-questions,2010-08,2
insulin-questions,2012-10,28
insulin-questions,2012-11,13
insulin-questions,2012-12,7
insulin-questions,2013-01,6
insulin-questions,2013-02,7
insulin-questions,2013-03,5
insulin-questions,2013-04,3
insulin-questions,2013-05,2
insulin-questions,2013-06,8
insulin-questions,2013-07,3
insulin-questions,2013-08,2
insulin-questions,2013-09,2
insulin-questions,2013-11,10
insulin-questions,2014-01,6
insulin-questions,2014-02,2
insulin-questions,2014-03,11
insulin-questions,2014-05,2
insulin-questions,2014-06,4
insulin-questions,2014-08,2
insulin-questions,2014-09,6
insulin-questions,2014-11,2
insulin-questions,2014-12,2
insulin-resistance-questions,2012-10,2
insulin-resistance-questions,2012-11,2
insurance-questions,2010-07,7
insurance-questions,2010-08,2
insurance-questions,2012-10,26
insurance-questions,2012-11,27
insurance-questions,2012-12,27
insurance-questions,2013-01,8
insurance-questions,2013-02,19
insurance-questions,2013-03,10
insurance-questions,2013-04,9
insurance-questions,2013-05,9
insurance-questions,2013-06,35
insurance-questions,2013-07,34
insurance-questions,2013-08,28
insurance-questions,2013-09,28
insurance-questions,2013-10,38
insurance-questions,2013-11,44
insurance-questions,2013-12,41
insurance-questions,2014-01,18
insurance-questions,2014-02,19
insurance-questions,2014-03,16
insurance-questions,2014-04,8
insurance-questions,2014-05,11
insurance-questions,2014-06,14
insurance-questions,2014-07,13
insurance-questions,2014-08,12
insurance-questions,2014-09,6
insurance-questions,2014-10,7
insurance-questions,2014-11,10
insurance-questions,2014-12,5
internal-bleeding-questions,2013-03,2
internal-bleeding-questions,2014-01,2
internal-bleeding-questions,2014-11,2
interstitial-cystitis-questions,2013-11,2
interstitial-cystitis-questions,2014-07,2
intestine-questions,2012-10,9
intestine-questions,2012-11,4
intestine-questions,2012-12,2
intestine-questions,2013-01,6
intestine-questions,2013-02,2
intestine-questions,2013-03,2
intestine-questions,2013-05,2
intestine-questions,2013-06,2
intestine-questions,2013-08,4
intestine-questions,2013-10,2
intestine-questions,2013-12,9
intestine-questions,2014-02,4
intestine-questions,2014-03,2
intestine-questions,2014-05,4
intestine-questions,2014-06,3
intestine-questions,2014-07,3
intestine-questions,2014-08,2
intestine-questions,2014-09,5
intestine-questions,2014-11,2
intrauterine-device-questions,2010-06,2
intrauterine-insemination-questions,2013-07,2
in-vitro-fertilization-questions,2013-01,2
in-vitro-fertilization-questions,2013-02,2
in-vitro-fertilization-questions,2014-02,2
in-vitro-fertilization-questions,2014-12,2
iodine-questions,2012-10,2
iodine-questions,2013-01,2
iodine-questions,2013-03,2
iodine-questions,2013-05,2
