topic,date,count
cancer-questions,2012-11,36
cancer-questions,2012-12,13
cancer-questions,2013-01,17
cancer-questions,2013-02,16
cancer-questions,2013-03,6
cancer-questions,2013-04,2
cancer-questions,2013-05,8
cancer-questions,2013-06,11
cancer-questions,2013-07,12
cancer-questions,2013-08,14
cancer-questions,2013-09,15
cancer-questions,2013-10,19
cancer-questions,2013-11,23
cancer-questions,2013-12,14
cancer-questions,2014-01,22
cancer-questions,2014-02,10
cancer-questions,2014-03,33
cancer-questions,2014-04,46
cancer-questions,2014-05,28
cancer-questions,2014-06,13
cancer-questions,2014-07,21
cancer-questions,2014-08,10
cancer-questions,2014-09,19
cancer-questions,2014-10,8
cancer-questions,2014-11,10
cancer-questions,2014-12,10
candidiasis-questions,2013-06,2
candidiasis-questions,2014-05,2
canker-sore-questions,2012-10,3
canker-sore-questions,2012-11,2
canker-sore-questions,2012-12,2
canker-sore-questions,2013-02,2
canker-sore-questions,2013-03,6
canker-sore-questions,2013-07,2
canker-sore-questions,2014-01,2
canker-sore-questions,2014-02,2
canker-sore-questions,2014-04,1
canker-sore-questions,2014-07,2
canker-sore-questions,2014-08,2
canker-sore-questions,2014-09,2
canola-questions,2014-03,2
carbohydrate-questions,2013-01,2
carbohydrate-questions,2013-06,2
carcinoma-questions,2014-05,4
cardiac-arrest-questions,2013-04,2
cardiac-arrest-questions,2014-07,3
cardiac-catheterization-questions,2013-06,6
cardiomyopathy-questions,2013-10,3
cardiomyopathy-questions,2014-04,2
cardiovascular-sys-questions,2012-12,4
cardioversion-questions,2010-07,2
care-giver-questions,2013-01,2
carotid-artery-questions,2012-10,2
carotid-artery-questions,2013-01,2
carotid-artery-questions,2014-03,4
carotid-artery-questions,2014-06,5
carpal-questions,2013-10,2
carpal-tunnel-syndrome-questions,2012-10,2
carpal-tunnel-syndrome-questions,2012-12,2
carpal-tunnel-syndrome-questions,2013-03,4
carpal-tunnel-syndrome-questions,2013-06,2
carpal-tunnel-syndrome-questions,2013-07,3
carpal-tunnel-syndrome-questions,2013-08,2
carpal-tunnel-syndrome-questions,2013-09,2
carpal-tunnel-syndrome-questions,2013-10,2
carpal-tunnel-syndrome-questions,2014-02,2
carpal-tunnel-syndrome-questions,2014-03,2
carpal-tunnel-syndrome-questions,2014-04,2
carpal-tunnel-syndrome-questions,2014-07,3
carpal-tunnel-syndrome-questions,2014-08,6
carpal-tunnel-syndrome-questions,2014-09,2
carpal-tunnel-syndrome-questions,2014-10,2
carpal-tunnel-syndrome-questions,2014-11,4
carrot-questions,2012-10,6
carrot-questions,2012-12,4
carrot-questions,2013-05,3
carrot-questions,2013-08,2
carrot-questions,2013-10,2
carrot-questions,2013-12,2
carrot-questions,2014-01,2
carrot-questions,2014-03,2
carrot-questions,2014-05,2
carrot-questions,2014-11,3
car-sickness-questions,2014-06,4
cartilage-questions,2012-12,2
cartilage-questions,2013-01,5
cartilage-questions,2013-06,2
cartilage-questions,2013-07,2
cartilage-questions,2013-12,4
cartilage-questions,2014-04,2
cartilage-questions,2014-05,2
cartilage-questions,2014-11,2
castor-oil-questions,2012-10,2
castor-oil-questions,2013-10,2
castor-oil-questions,2014-01,2
castor-oil-questions,2014-02,2
castor-oil-questions,2014-07,4
castor-oil-questions,2014-09,3
castration-questions,2014-04,2
cataract-questions,2012-12,2
cataract-questions,2013-08,2
cataract-questions,2013-12,4
cataract-questions,2014-02,2
cataract-surgery-questions,2013-08,2
cataract-surgery-questions,2013-10,4
cataract-surgery-questions,2013-12,2
cataract-surgery-questions,2014-09,3
caterpillar-questions,2012-11,2
catheterization-questions,2012-10,2
catheterization-questions,2012-11,2
catheter-questions,2010-07,2
catheter-questions,2010-08,2
catheter-questions,2012-11,2
catheter-questions,2013-01,2
catheter-questions,2013-04,6
catheter-questions,2013-11,4
catheter-questions,2014-01,2
catheter-questions,2014-04,2
catheter-questions,2014-07,2
catheter-questions,2014-11,2
cat-scan-questions,2012-12,13
cat-scan-questions,2013-01,5
cat-scan-questions,2013-02,9
cat-scan-questions,2013-03,4
cat-scan-questions,2013-05,2
cat-scan-questions,2013-06,6
cat-scan-questions,2013-08,2
cat-scan-questions,2013-10,2
cat-scan-questions,2013-12,4
cat-scan-questions,2014-01,2
cat-scan-questions,2014-02,2
cat-scan-questions,2014-03,4
cat-scan-questions,2014-07,2
cat-scan-questions,2014-09,2
cat-scan-questions,2014-10,2
cat-scan-questions,2014-11,2
cat-scratch-disease-questions,2013-01,3
cat-scratch-disease-questions,2014-02,2
cats-questions,2010-06,2
cats-questions,2012-10,8
cats-questions,2012-11,4
cats-questions,2012-12,7
cats-questions,2013-01,5
cats-questions,2013-02,2
cats-questions,2013-03,4
cats-questions,2013-04,4
cats-questions,2013-07,8
cats-questions,2013-08,6
cats-questions,2013-09,6
cats-questions,2013-10,6
cats-questions,2013-11,2
cats-questions,2013-12,10
cats-questions,2014-01,10
cats-questions,2014-02,8
cats-questions,2014-03,4
cats-questions,2014-04,12
cats-questions,2014-05,9
cats-questions,2014-06,24
cats-questions,2014-07,17
cats-questions,2014-08,5
cats-questions,2014-09,11
cats-questions,2014-10,2
cats-questions,2014-11,6
cats-questions,2014-12,4
cauliflower-ear-questions,2012-12,2
cavity-questions,2012-10,2
cavity-questions,2012-11,2
cavity-questions,2013-01,6
cavity-questions,2013-03,3
cavity-questions,2013-06,2
cavity-questions,2013-07,2
cavity-questions,2013-08,3
cavity-questions,2013-09,4
cavity-questions,2013-12,5
cavity-questions,2014-01,4
cavity-questions,2014-03,2
cavity-questions,2014-04,4
cavity-questions,2014-06,2
cavity-questions,2014-07,2
cavity-questions,2014-08,2
cavity-questions,2014-10,2
cavity-questions,2014-11,3
cavity-questions,2014-12,2
celiac-disease-questions,2010-06,5
celiac-disease-questions,2010-08,2
celiac-disease-questions,2012-10,7
celiac-disease-questions,2012-11,3
celiac-disease-questions,2014-07,2
cellulitis-questions,2012-11,2
cellulitis-questions,2013-08,2
cellulitis-questions,2013-11,2
cellulitis-questions,2014-01,2
cellulitis-questions,2014-02,3
cellulitis-questions,2014-05,2
cellulitis-questions,2014-06,4
cellulitis-questions,2014-08,2
cellulitis-questions,2014-09,2
cellulitis-questions,2014-10,2
cellulose-questions,2012-12,4
central-nervous-system-questions,2014-05,2
cephalexin-questions,2010-08,2
cephalexin-questions,2012-11,2
cephalexin-questions,2013-02,2
cephalexin-questions,2013-06,2
cephalexin-questions,2013-07,6
cephalexin-questions,2013-08,6
cephalexin-questions,2014-02,4
cephalexin-questions,2014-04,2
cephalexin-questions,2014-06,2
cereal-questions,2010-09,2
cereal-questions,2012-11,2
cereal-questions,2013-01,4
cereal-questions,2013-02,4
cereal-questions,2013-03,2
cereal-questions,2013-07,2
cereal-questions,2013-08,2
cereal-questions,2013-10,4
cereal-questions,2013-12,4
cereal-questions,2014-02,4
cereal-questions,2014-03,4
cereal-questions,2014-04,8
cereal-questions,2014-07,2
cereal-questions,2014-08,3
cereal-questions,2014-09,2
cereal-questions,2014-10,2
cerebral-palsy-questions,2012-10,2
cerebral-palsy-questions,2014-03,2
cerebral-palsy-questions,2014-08,2
cervical-biopsy-questions,2013-02,2
cervical-biopsy-questions,2013-03,2
cervical-biopsy-questions,2013-10,2
cervical-cancer-questions,2012-11,5
cervical-cancer-questions,2013-01,4
cervical-cancer-questions,2013-04,2
cervical-cancer-questions,2013-06,3
cervical-cancer-questions,2013-08,2
cervical-cancer-questions,2013-09,4
cervical-cancer-questions,2013-10,2
cervical-cancer-questions,2013-12,4
cervical-cancer-questions,2014-02,2
cervical-cancer-questions,2014-03,4
cervical-cancer-questions,2014-04,2
cervical-cancer-questions,2014-08,1
cervical-conization-questions,2010-08,3
cervical-disk-questions,2014-09,2
cervical-mucus-questions,2014-01,2
cervical-spinal-stenosis-questions,2014-05,1
cervical-spine-questions,2013-07,4
cervical-spine-questions,2013-09,2
cervical-spine-questions,2014-12,2
cervix-questions,2010-08,2
cervix-questions,2012-10,7
cervix-questions,2012-11,6
cervix-questions,2012-12,12
cervix-questions,2013-02,4
cervix-questions,2013-03,8
cervix-questions,2013-04,4
cervix-questions,2013-05,2
cervix-questions,2013-06,6
cervix-questions,2013-07,8
cervix-questions,2013-08,12
cervix-questions,2013-09,2
cervix-questions,2013-10,7
cervix-questions,2013-11,2
cervix-questions,2013-12,2
cervix-questions,2014-01,9
cervix-questions,2014-03,10
cervix-questions,2014-04,4
cervix-questions,2014-05,10
cervix-questions,2014-10,2
cervix-questions,2014-11,2
cervix-questions,2014-12,2
cesarean-section-questions,2010-06,2
cesarean-section-questions,2012-12,2
cesarean-section-questions,2013-06,2
cesarean-section-questions,2013-07,4
cesarean-section-questions,2013-09,3
cesarean-section-questions,2014-02,2
chai-questions,2012-10,2
chalazion-questions,2012-12,2
chalazion-questions,2014-06,2
chancroid-questions,2013-12,2
cheekbones-questions,2012-11,2
cheekbones-questions,2013-08,2
cheekbones-questions,2013-11,2
chemical-pneumonia-questions,2013-02,2
chemotherapy-questions,2010-06,2
chemotherapy-questions,2010-09,2
chemotherapy-questions,2012-10,7
chemotherapy-questions,2012-12,2
chemotherapy-questions,2013-01,2
chemotherapy-questions,2013-03,2
chemotherapy-questions,2013-06,6
chemotherapy-questions,2013-07,8
chemotherapy-questions,2013-08,6
chemotherapy-questions,2013-12,2
chemotherapy-questions,2014-01,2
chemotherapy-questions,2014-04,2
chemotherapy-questions,2014-06,4
chemotherapy-questions,2014-08,5
chemotherapy-questions,2014-09,3
chemotherapy-questions,2014-10,2
cherry-angioma-questions,2013-10,2
chest-questions,2010-06,2
chest-questions,2010-07,2
chest-questions,2010-08,2
chest-questions,2010-09,4
chest-questions,2012-10,79
chest-questions,2012-11,79
chest-questions,2012-12,42
chest-questions,2013-01,41
chest-questions,2013-02,30
chest-questions,2013-03,29
chest-questions,2013-04,13
chest-questions,2013-05,20
chest-questions,2013-06,21
chest-questions,2013-07,33
chest-questions,2013-08,16
chest-questions,2013-09,27
chest-questions,2013-10,14
chest-questions,2013-11,13
chest-questions,2013-12,12
chest-questions,2014-01,21
chest-questions,2014-02,21
chest-questions,2014-03,28
chest-questions,2014-04,40
chest-questions,2014-05,12
chest-questions,2014-06,11
chest-questions,2014-07,17
chest-questions,2014-08,18
chest-questions,2014-09,12
chest-questions,2014-10,19
chest-questions,2014-11,11
chest-questions,2014-12,9
chiari-malformation-questions,2010-06,2
chiari-malformation-questions,2013-07,2
chickenpox-questions,2012-10,12
chickenpox-questions,2012-11,4
chickenpox-questions,2012-12,8
chickenpox-questions,2013-01,4
chickenpox-questions,2013-02,2
chickenpox-questions,2013-03,9
chickenpox-questions,2013-04,2
chickenpox-questions,2013-05,5
chickenpox-questions,2013-06,4
chickenpox-questions,2013-08,2
chickenpox-questions,2013-11,2
chickenpox-questions,2013-12,2
chickenpox-questions,2014-01,2
chickenpox-questions,2014-04,4
chickenpox-questions,2014-05,2
chickenpox-questions,2014-06,2
chigger-questions,2010-07,4
chigger-questions,2014-09,2
child-abuse-questions,2014-12,2
chlamydia-questions,2010-08,2
chlamydia-questions,2012-10,11
chlamydia-questions,2012-11,7
chlamydia-questions,2012-12,8
chlamydia-questions,2013-02,3
chlamydia-questions,2013-03,4
chlamydia-questions,2013-05,4
chlamydia-questions,2013-06,4
chlamydia-questions,2013-07,17
chlamydia-questions,2013-08,8
chlamydia-questions,2013-09,12
chlamydia-questions,2013-10,6
chlamydia-questions,2013-11,8
chlamydia-questions,2013-12,12
chlamydia-questions,2014-01,12
chlamydia-questions,2014-02,6
chlamydia-questions,2014-03,8
chlamydia-questions,2014-04,9
chlamydia-questions,2014-05,4
chlamydia-questions,2014-06,6
chlamydia-questions,2014-07,12
chlamydia-questions,2014-08,4
chlamydia-questions,2014-09,2
chlamydia-questions,2014-10,4
chloride-questions,2013-10,2
chloride-questions,2013-11,2
choking-questions,2010-08,2
choking-questions,2012-10,2
choking-questions,2012-11,2
choking-questions,2013-01,2
choking-questions,2013-03,2
choking-questions,2013-08,2
choking-questions,2013-09,2
choking-questions,2014-01,4
choking-questions,2014-03,2
choking-questions,2014-05,4
cholecystectomy-questions,2013-10,2
cholera-questions,2014-06,2
cholesteatoma-questions,2014-05,2
cholesterol-questions,2010-06,2
cholesterol-questions,2010-08,2
cholesterol-questions,2010-11,4
cholesterol-questions,2012-10,8
cholesterol-questions,2012-11,10
cholesterol-questions,2012-12,15
cholesterol-questions,2013-01,4
cholesterol-questions,2013-02,5
cholesterol-questions,2013-03,8
cholesterol-questions,2013-04,2
cholesterol-questions,2013-05,4
cholesterol-questions,2013-06,11
cholesterol-questions,2013-07,6
cholesterol-questions,2013-08,6
cholesterol-questions,2013-09,6
cholesterol-questions,2013-10,15
cholesterol-questions,2013-11,4
cholesterol-questions,2013-12,8
cholesterol-questions,2014-02,4
cholesterol-questions,2014-03,20
cholesterol-questions,2014-04,9
cholesterol-questions,2014-05,5
cholesterol-questions,2014-06,4
cholesterol-questions,2014-07,12
cholesterol-questions,2014-08,6
cholesterol-questions,2014-10,4
cholesterol-questions,2014-11,4
cholesterol-questions,2014-12,2
chondromalacia-patella-questions,2014-07,2
chronic-fatigue-syndrome-questions,2013-02,3
chronic-fatigue-syndrome-questions,2013-04,5
chronic-fatigue-syndrome-questions,2014-02,3
chronic-obstructive-pulmonary-disease-questions,2010-07,3
chronic-obstructive-pulmonary-disease-questions,2010-08,3
chronic-obstructive-pulmonary-disease-questions,2012-11,2
chronic-obstructive-pulmonary-disease-questions,2012-12,5
chronic-obstructive-pulmonary-disease-questions,2013-01,4
chronic-obstructive-pulmonary-disease-questions,2013-02,2
chronic-obstructive-pulmonary-disease-questions,2013-03,2
chronic-obstructive-pulmonary-disease-questions,2013-05,3
chronic-obstructive-pulmonary-disease-questions,2013-06,2
chronic-obstructive-pulmonary-disease-questions,2013-07,2
chronic-obstructive-pulmonary-disease-questions,2013-08,2
chronic-obstructive-pulmonary-disease-questions,2013-12,3
chronic-obstructive-pulmonary-disease-questions,2014-01,2
chronic-obstructive-pulmonary-disease-questions,2014-03,2
chronic-obstructive-pulmonary-disease-questions,2014-04,6
chronic-obstructive-pulmonary-disease-questions,2014-06,2
chronic-obstructive-pulmonary-disease-questions,2014-07,2
chronic-obstructive-pulmonary-disease-questions,2014-08,2
chronic-obstructive-pulmonary-disease-questions,2014-09,2
chronic-obstructive-pulmonary-disease-questions,2014-11,2
chronic-obstructive-pulmonary-disease-questions,2014-12,2
chronic-pain-questions,2012-10,2
chronic-pain-questions,2012-11,2
chronic-pain-questions,2013-02,2
chronic-pain-questions,2013-03,2
chronic-pain-questions,2013-05,6
chronic-pain-questions,2013-06,5
chronic-pain-questions,2013-08,4
chronic-pain-questions,2014-01,5
chronic-pain-questions,2014-05,2
chronic-pain-questions,2014-09,3
circulation-questions,2012-10,12
circulation-questions,2012-11,6
circulation-questions,2012-12,2
circulation-questions,2013-02,4
circulation-questions,2013-07,2
circulation-questions,2013-08,2
circulation-questions,2013-09,2
circulation-questions,2013-11,2
circulation-questions,2013-12,3
circulation-questions,2014-02,2
circulation-questions,2014-04,2
circulation-questions,2014-05,6
circulation-questions,2014-07,2
circulation-questions,2014-10,3
circumcision-questions,2010-06,2
circumcision-questions,2010-09,2
circumcision-questions,2012-11,10
circumcision-questions,2012-12,4
circumcision-questions,2013-01,2
circumcision-questions,2013-02,2
circumcision-questions,2013-03,3
circumcision-questions,2013-04,5
circumcision-questions,2013-06,4
circumcision-questions,2013-07,8
circumcision-questions,2013-11,10
circumcision-questions,2013-12,2
circumcision-questions,2014-02,7
circumcision-questions,2014-03,2
circumcision-questions,2014-04,2
circumcision-questions,2014-06,7
circumcision-questions,2014-07,3
circumcision-questions,2014-08,4
circumcision-questions,2014-09,3
circumcision-questions,2014-10,2
circumcision-questions,2014-12,2
cirrhosis-questions,2013-09,2
cirrhosis-questions,2013-11,3
cirrhosis-questions,2014-02,4
cirrhosis-questions,2014-03,6
cirrhosis-questions,2014-04,5
cirrhosis-questions,2014-06,2
cirrhosis-questions,2014-07,2
cirrhosis-questions,2014-08,6
cirrhosis-questions,2014-09,2
ck-questions,2014-09,2
clavicle-questions,2013-07,2
clavicle-questions,2014-09,2
clitoris-questions,2012-10,4
clitoris-questions,2012-11,2
clitoris-questions,2013-01,2
clitoris-questions,2013-02,8
clitoris-questions,2013-03,6
clitoris-questions,2013-04,2
clitoris-questions,2013-06,8
clitoris-questions,2013-07,5
clitoris-questions,2013-08,6
clitoris-questions,2013-09,3
clitoris-questions,2013-10,6
clitoris-questions,2013-11,8
clitoris-questions,2013-12,6
clitoris-questions,2014-01,2
clitoris-questions,2014-03,6
clitoris-questions,2014-04,2
clitoris-questions,2014-05,2
clitoris-questions,2014-07,4
clitoris-questions,2014-09,2
clitoris-questions,2014-10,8
closed-head-injury-questions,2014-04,2
cluster-headache-questions,2013-03,2
cocaine-questions,2010-06,3
cocaine-questions,2012-11,2
cocaine-questions,2013-05,2
cocaine-questions,2013-06,2
cocaine-questions,2013-08,2
cocaine-questions,2013-09,2
cocaine-questions,2013-10,3
cocaine-questions,2014-01,4
cocaine-questions,2014-02,4
cocaine-questions,2014-03,4
cocaine-questions,2014-05,2
cocaine-questions,2014-07,2
cocaine-questions,2014-08,4
cocaine-questions,2014-09,4
cocaine-questions,2014-11,2
coccydynia-questions,2013-02,2
cocoa-questions,2014-03,2
coconut-oil-questions,2013-09,6
coconut-oil-questions,2014-01,2
coconut-oil-questions,2014-02,2
coconut-oil-questions,2014-03,2
coconut-oil-questions,2014-05,2
coconut-oil-questions,2014-06,3
coconut-oil-questions,2014-07,2
coconut-oil-questions,2014-09,2
coconut-oil-questions,2014-10,2
coffee-questions,2010-06,2
coffee-questions,2010-09,2
coffee-questions,2012-10,21
coffee-questions,2012-11,13
coffee-questions,2012-12,10
coffee-questions,2013-02,2
coffee-questions,2013-03,6
coffee-questions,2013-05,2
coffee-questions,2013-06,4
coffee-questions,2013-08,9
coffee-questions,2013-09,4
coffee-questions,2013-10,5
coffee-questions,2013-11,2
coffee-questions,2014-01,4
coffee-questions,2014-02,4
coffee-questions,2014-03,8
coffee-questions,2014-04,4
coffee-questions,2014-08,2
coffee-questions,2014-09,2
coffee-questions,2014-10,4
coffee-questions,2014-11,13
cold-cream-questions,2012-10,2
coldness-questions,2010-08,4
coldness-questions,2010-09,8
coldness-questions,2010-10,2
coldness-questions,2012-10,83
coldness-questions,2012-11,74
coldness-questions,2012-12,47
coldness-questions,2013-01,39
coldness-questions,2013-02,40
coldness-questions,2013-03,36
coldness-questions,2013-04,20
coldness-questions,2013-05,9
coldness-questions,2013-06,12
coldness-questions,2013-07,25
coldness-questions,2013-08,27
coldness-questions,2013-09,14
coldness-questions,2013-10,29
coldness-questions,2013-11,16
coldness-questions,2013-12,39
coldness-questions,2014-01,51
coldness-questions,2014-02,30
coldness-questions,2014-03,35
coldness-questions,2014-04,14
coldness-questions,2014-05,10
coldness-questions,2014-06,7
coldness-questions,2014-07,9
coldness-questions,2014-08,4
coldness-questions,2014-09,5
coldness-questions,2014-10,16
coldness-questions,2014-11,11
coldness-questions,2014-12,10
cold-questions,2010-08,2
cold-questions,2010-09,6
cold-questions,2010-10,2
cold-questions,2012-10,12
cold-questions,2012-11,8
cold-questions,2012-12,10
cold-questions,2013-01,12
cold-questions,2013-02,2
cold-questions,2013-03,7
cold-questions,2013-04,2
cold-questions,2013-05,2
cold-questions,2013-07,7
cold-questions,2013-09,2
cold-questions,2013-10,10
cold-questions,2013-11,2
cold-questions,2013-12,6
cold-questions,2014-01,15
cold-questions,2014-02,12
cold-questions,2014-03,7
cold-questions,2014-04,3
cold-questions,2014-07,1
cold-questions,2014-08,2
cold-questions,2014-09,7
cold-questions,2014-10,4
cold-questions,2014-11,6
cold-sore-questions,2012-10,6
cold-sore-questions,2012-11,10
cold-sore-questions,2012-12,8
cold-sore-questions,2013-01,4
cold-sore-questions,2013-03,2
cold-sore-questions,2013-05,4
cold-sore-questions,2013-07,4
cold-sore-questions,2013-08,4
cold-sore-questions,2013-09,2
cold-sore-questions,2013-10,8
cold-sore-questions,2013-11,7
cold-sore-questions,2013-12,6
cold-sore-questions,2014-01,4
cold-sore-questions,2014-02,6
cold-sore-questions,2014-03,4
cold-sore-questions,2014-04,2
cold-sore-questions,2014-05,21
cold-sore-questions,2014-06,2
cold-sore-questions,2014-07,2
cold-sore-questions,2014-08,2
cold-sore-questions,2014-10,2
cold-sore-questions,2014-11,2
colectomy-questions,2014-04,2
colic-questions,2012-11,2
colitis-questions,2013-08,2
colitis-questions,2013-12,2
colitis-questions,2014-02,2
colitis-questions,2014-07,4
collapsed-lung-questions,2012-10,2
collapsed-lung-questions,2014-01,2
collarbone-questions,2012-10,6
collarbone-questions,2013-02,2
collarbone-questions,2013-06,2
collarbone-questions,2013-07,2
collarbone-questions,2013-09,2
collarbone-questions,2013-12,2
collarbone-questions,2014-03,4
collarbone-questions,2014-12,2
colloid-cyst-questions,2013-01,2
colon-cancer-questions,2010-06,2
colon-cancer-questions,2010-07,2
colon-cancer-questions,2010-09,2
colon-cancer-questions,2012-10,7
colon-cancer-questions,2012-11,2
colon-cancer-questions,2013-01,2
colon-cancer-questions,2013-02,2
colon-cancer-questions,2013-06,2
colon-cancer-questions,2013-07,2
colon-cancer-questions,2013-12,4
colon-cancer-questions,2014-02,2
colon-cancer-questions,2014-05,5
colon-cancer-questions,2014-07,2
colon-cancer-questions,2014-08,2
colon-cancer-questions,2014-10,2
colonoscopy-questions,2010-07,2
colonoscopy-questions,2012-10,7
colonoscopy-questions,2012-11,6
colonoscopy-questions,2012-12,4
colonoscopy-questions,2013-01,2
colonoscopy-questions,2013-02,11
colonoscopy-questions,2013-03,2
colonoscopy-questions,2013-04,3
colonoscopy-questions,2013-05,4
colonoscopy-questions,2013-06,6
colonoscopy-questions,2013-07,8
colonoscopy-questions,2013-08,2
colonoscopy-questions,2013-09,4
colonoscopy-questions,2013-10,11
colonoscopy-questions,2013-11,6
colonoscopy-questions,2013-12,8
colonoscopy-questions,2014-01,2
colonoscopy-questions,2014-02,6
colonoscopy-questions,2014-03,10
colonoscopy-questions,2014-04,7
colonoscopy-questions,2014-05,2
colonoscopy-questions,2014-07,1
colonoscopy-questions,2014-08,4
colonoscopy-questions,2014-09,4
colonoscopy-questions,2014-11,2
colon-questions,2010-06,2
colon-questions,2012-10,5
colon-questions,2012-11,4
colon-questions,2012-12,2
colon-questions,2013-01,2
colon-questions,2013-02,2
colon-questions,2013-07,2
colon-questions,2013-08,3
colon-questions,2013-11,2
colon-questions,2013-12,6
colon-questions,2014-01,4
colon-questions,2014-02,4
colon-questions,2014-03,4
colon-questions,2014-04,7
colon-questions,2014-05,5
colon-questions,2014-07,2
colon-questions,2014-08,2
colon-questions,2014-09,6
colon-questions,2014-10,2
colon-questions,2014-11,2
colon-resection-questions,2013-02,2
colorado-questions,2013-08,8
colorado-questions,2014-10,2
colostomy-questions,2012-10,2
colostomy-questions,2013-12,2
colposcopy-questions,2012-11,2
colposcopy-questions,2013-01,2
colposcopy-questions,2013-07,2
colposcopy-questions,2013-08,2
coma-questions,2013-07,2
coma-questions,2013-08,2
coma-questions,2013-10,2
coma-questions,2014-04,2
complete-blood-count-questions,2012-12,4
complete-blood-count-questions,2013-08,2
complete-blood-count-questions,2013-09,2
compulsive-eater-questions,2014-05,2
concentration-questions,2012-10,2
concentration-questions,2012-11,2
concentration-questions,2012-12,2
concentration-questions,2013-01,2
concentration-questions,2013-02,6
concentration-questions,2013-03,4
concentration-questions,2013-04,2
concentration-questions,2013-06,3
concentration-questions,2013-07,4
concentration-questions,2013-08,2
concentration-questions,2013-10,2
concentration-questions,2014-02,9
concentration-questions,2014-03,5
concentration-questions,2014-05,2
concentration-questions,2014-07,2
concentration-questions,2014-08,7
concentration-questions,2014-09,2
concentration-questions,2014-11,2
conception-questions,2012-10,2
conception-questions,2012-12,4
conception-questions,2013-01,5
conception-questions,2013-03,2
conception-questions,2013-04,2
conception-questions,2013-05,4
conception-questions,2013-08,2
conception-questions,2013-09,2
conception-questions,2013-10,2
conception-questions,2013-12,2
conception-questions,2014-04,2
conception-questions,2014-06,3
conception-questions,2014-07,4
conception-questions,2014-08,3
conception-questions,2014-09,2
conception-questions,2014-10,11
conception-questions,2014-12,6
concussion-questions,2012-10,2
concussion-questions,2012-11,3
concussion-questions,2012-12,2
concussion-questions,2013-02,4
concussion-questions,2013-03,2
concussion-questions,2013-08,2
concussion-questions,2013-09,11
concussion-questions,2013-10,2
concussion-questions,2013-11,4
concussion-questions,2014-02,2
concussion-questions,2014-03,5
concussion-questions,2014-04,4
concussion-questions,2014-07,12
concussion-questions,2014-08,2
concussion-questions,2014-10,3
condom-questions,2010-08,4
condom-questions,2012-10,17
condom-questions,2012-11,28
condom-questions,2012-12,18
condom-questions,2013-01,19
condom-questions,2013-02,17
condom-questions,2013-03,10
condom-questions,2013-04,11
condom-questions,2013-05,11
condom-questions,2013-06,14
condom-questions,2013-07,16
condom-questions,2013-08,12
condom-questions,2013-09,22
condom-questions,2013-10,19
condom-questions,2013-11,21
condom-questions,2013-12,20
condom-questions,2014-01,12
condom-questions,2014-02,16
condom-questions,2014-03,7
condom-questions,2014-04,17
condom-questions,2014-05,13
condom-questions,2014-06,16
condom-questions,2014-07,19
condom-questions,2014-08,21
condom-questions,2014-09,25
condom-questions,2014-10,33
condom-questions,2014-11,4
condom-questions,2014-12,5
confusion-questions,2012-10,11
confusion-questions,2012-11,15
confusion-questions,2012-12,8
confusion-questions,2013-01,8
confusion-questions,2013-02,10
confusion-questions,2013-03,10
confusion-questions,2013-04,5
confusion-questions,2013-05,4
confusion-questions,2013-06,10
confusion-questions,2013-07,6
confusion-questions,2013-08,9
confusion-questions,2013-09,8
confusion-questions,2013-10,7
confusion-questions,2013-11,2
confusion-questions,2013-12,6
confusion-questions,2014-01,8
confusion-questions,2014-02,2
confusion-questions,2014-04,13
confusion-questions,2014-05,18
confusion-questions,2014-06,12
confusion-questions,2014-07,6
confusion-questions,2014-08,6
confusion-questions,2014-09,9
confusion-questions,2014-11,6
confusion-questions,2014-12,2
congestive-heart-failure-questions,2010-09,8
congestive-heart-failure-questions,2012-11,2
congestive-heart-failure-questions,2013-01,2
congestive-heart-failure-questions,2013-05,4
congestive-heart-failure-questions,2013-06,6
congestive-heart-failure-questions,2013-07,2
congestive-heart-failure-questions,2013-08,2
congestive-heart-failure-questions,2013-09,2
congestive-heart-failure-questions,2013-10,3
congestive-heart-failure-questions,2014-01,4
congestive-heart-failure-questions,2014-03,4
congestive-heart-failure-questions,2014-05,2
congestive-heart-failure-questions,2014-06,4
congestive-heart-failure-questions,2014-08,4
congestive-heart-failure-questions,2014-09,4
congestive-heart-failure-questions,2014-11,2
connecticut-questions,2014-03,2
connective-tissue-disease-questions,2012-12,2
connective-tissue-disease-questions,2014-03,2
consciousness-questions,2012-10,2
consciousness-questions,2013-01,2
consciousness-questions,2013-09,2
consciousness-questions,2013-11,3
consciousness-questions,2013-12,3
consciousness-questions,2014-07,2
constipation-questions,2012-10,13
constipation-questions,2012-11,9
constipation-questions,2012-12,4
constipation-questions,2013-01,2
constipation-questions,2013-03,5
constipation-questions,2013-04,2
constipation-questions,2013-06,8
constipation-questions,2013-07,4
constipation-questions,2013-08,4
constipation-questions,2013-09,4
constipation-questions,2013-10,4
constipation-questions,2013-11,11
constipation-questions,2014-01,8
constipation-questions,2014-02,6
constipation-questions,2014-03,9
constipation-questions,2014-04,9
constipation-questions,2014-05,12
constipation-questions,2014-06,7
constipation-questions,2014-07,12
constipation-questions,2014-08,4
constipation-questions,2014-09,7
constipation-questions,2014-10,2
constipation-questions,2014-11,4
constriction-questions,2013-09,2
consumption-questions,2012-11,2
consumption-questions,2012-12,4
consumption-questions,2013-07,2
